GA2,ga,Nedstrøms Objekt ID i kart app,Oppstrøms ID,SF 2026 ID,Kommentar,Kulp_nedstrøms,Avstand til kulp,Beskrivelse av kulp,Vanndybde_nedstrøms,Stedsnavn,Vurderin vandringshinder,x,y,OBJECTID,Kommentar.1,Vanndybde_oppstrøms,Innvendig diameter,Innv diam mm,Lengde,Vurdering_vannføring,Vurdering vannhastighet,Stedsnavn.1,Vurdering_oppgangshinder,x.1,y.1,Justert konsekvens,Vurderin vandringshinder.1,identifikasjon_lokalId,kommentar utfyllende,Bilde gruppe,FK kommentar,Regine,NVDB,Dublett,Kom til NVDB,Statsveg/fylkesveg,Vassdrag, Er stikkrenna/kulverten et problem for fiskevandring?,Hva er problemet?,"Diameter (cm) (omtrentlig, noen er anslåelser derom det var vanskelig å komme nærme nok kulverten for å måle)",Kommentar stikkord,OBJ.VEGOBJEKT-ID,VSR.VEGSYSTEMREFERANSE,EGS.BRUKSOMRÅDE.6981,"EGS.DIAMETER, INNVENDIG (MM).3113","EGS.BREDDE, INNVENDIG (MM).4548","EGS.HØYDE, INNVENDIG (MM).4549","EGS.DIAMETER, INNVENDIG (MM).3113.1",EGS.HAR INNLØPSRIST.1923,EGS.LENGDE (M).1323,EGS.MATERIALTYPE.6983,EGS.SPESIELLE PROBLEM.4562,EGS.GJENNOMLØP FOR ELV/BEKK.10223,LOK.GEOMETRI,LOK.TYPEVEG,EGS.TILLEGGSINFORMASJON.10771,LOK.KOMMUNE,EGS.TVERRSNITTSFORM.6984,EGS.TYPE UTLØP.1940,Stikk_bru
683.0,1074.0,SF 2026,,1074.0,"lav vannføring på tross for 20cm på begge siden, mulig oppdemning hadde økt vanndypden i kulverten, bratt mulig hinder, naturlig substrat, kunne vært bedre menn funker. ",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B/C,022-777-R,"lav vannføring på tross for 20cm på begge siden, mulig oppdemning hadde økt vanndypden i kulverten, bratt mulig hinder, naturlig substrat, kunne vært bedre menn funker. ",Søgne_Tangvall,er det fisk her?,022.2A,86106752,dubl,,"Repstadveien 3976, bekk fra repstadvann til nedre håvann",Tverråne - Tronstadvannet til Lundeelva bekkefelt,B/C,C1,90,2 betongrør,86106752.0,FV3976 S1D1 m4289,Vann,1000.0,,,1000.0,,9.0,Betong,,,POINT Z (73525.047 6465810.757 40.505),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
684.0,1075.0,SF 2026,,1075.0,"minimal/ikke vannførende, ikke aktuell for fisk",,,,,,,,,,,,,,,,,,,,,Neppe fiskeførende,-,022-674-R,"minimal/ikke vannførende, ikke aktuell for fisk",,ingen foto,022.1C30,86106860,108,,Repstadveien 3976 ved Husebakken,,-,C1?,100,betongrør,86106860.0,FV3976 S1D1 m3110,Vann,1000.0,,,1000.0,,6.0,Betong,,,POINT Z (73486.956 6464719.159 42.007),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
714.0,1105.0,SF 2026,,1105.0,~10cm fall v. utløp ned til en stor steinplate som hindrer hopp,,,,,,,,,,,,,,,,,,,,,Absolutt,,021-1446-R,~10cm fall v. utløp ned til en stor steinplate som hindrer hopp,Brennåsen til Hægeland,løft bekk,021.A2Z,86138959,32099,,Stølevegen (veg nr. 3922),Storbekk,,"A1,A2,B1",200,Betongrør,86138959.0,FV3922 S1D1 m20,Vann,2000.0,,,2000.0,,26.0,Betong,,,POINT Z (82058.275 6478404.076 191.661),Kanalisert veg,,Vennesla,Sirkulær,I bekk/elv,StikkKulv
688.0,1079.0,SF 2026,,1079.0,Ikke funnet,,,,,,,,,,,,,,,,,,,,,-,-,022-696-R,Ikke funnet,,ingen foto,022.2B0,86107719,,,Tronstadvegen 4238 v. flegevollsbekken,Trondstadvatnet bekkefelt,-,,,,86107719.0,FV4238 S1D1 m4090,Vann,1000.0,,,1000.0,,6.95,Betong,,,POINT Z (75266.708 6469770.551 125.996),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
689.0,1080.0,SF 2026,,1080.0,"Denne var vanskelig å gå ned til grunnet høydeforskjell og tett vegetasjon, hører vann som plasker så mulig liten terskel men ikke mulig å si sikkert",,,,,,,,,,,,,,,,,,,,,Partiell,-,022-840-R,"Denne var vanskelig å gå ned til grunnet høydeforskjell og tett vegetasjon, hører vann som plasker så mulig liten terskel men ikke mulig å si sikkert",,ingen foto,022.1B2,86107785,66,,Tronstadvegen 4238 femhundre meter opp fra 86107785,Songdalselva bekkefelt,-,,,,86107785.0,FV4238 S1D1 m2097,Vann,1000.0,,,1000.0,,19.92,Betong,,,POINT Z (77086.435 6469126.7 66.68),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
692.0,1083.0,SF 2026,,1083.0,ikke funnet kulvert,,,,,,,,,,,,,,,,,,,,,-,-,022-758-R,ikke funnet kulvert,,ingen foto,022.3C,86109463,1678,,skoieveien 3973,Skagestadvatnet bekkefelt,-,,,betongrør,86109463.0,FV3973 S1D1 m1771,Vann,1000.0,,,1000.0,,10.0,Betong,,,POINT Z (61239.321 6460538.415 31.877),Enkel bilveg,,Lindesnes,Sirkulær,,StikkKulv
696.0,1087.0,SF 2026,,1087.0,"absolutte hinder nedstrøms v. 86104177 , derav ble denne kulverten ikke inspisert",,,,,,,,,,,,,,,,,,,,,nedstr hinder,-,021-1504-R,"absolutte hinder nedstrøms v. 86104177 , derav ble denne kulverten ikke inspisert",,ingen foto,021.A6B,86110498,1035,,Ropstadveien,Røykneselva bekkefelt,-,-,-,-,86110498.0,FV3930 S1D1 m815,Vann,1000.0,600.0,1800.0,1000.0,Nei,6.85,Betong,,Ja,POINT Z (78476.324 6488100.638 282.822),Enkel bilveg,,Vennesla,Sirkulær,I bekk/elv,StikkKulv
702.0,1093.0,SF 2026,,1093.0,"ikke mulig å kontrollere, stor høydeforskjell",,,,,,,,,,,,,,,,,,,,,-,-,022-840-R,"ikke mulig å kontrollere, stor høydeforskjell",,ingen foto,022.1B2,86116849,dubl,,birkenesvegen ved barnehagen,Songdalselva bekkefelt,-,,,,86116849.0,FV3952 S1D10 m281,Vann,1000.0,,,1000.0,,22.0,Betong,,,POINT Z (79378.654 6466337.662 14.182),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
715.0,1106.0,SF 2026,,1106.0,vandringshinder pga foss rett oppstrøms (1m opp uten satsekulp),,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-482-R,vandringshinder pga foss rett oppstrøms (1m opp uten satsekulp),,ingen foto,024.44Z,86147051,30202,,Drangeveien,Åptafjorden bekkefelt,B,,110,betongrør,86147051.0,FV4102 S2D1 m10374,Vann,1000.0,,,1000.0,,29.0,Betong,,Ja,POINT Z (19851.665 6478730.742 7.736),Enkel bilveg,,Farsund,Sirkulær,I bekk/elv,StikkKulv
718.0,1109.0,SF 2026,,1109.0,mye kvister etc. rydding nødvendig for at gjennomløpet ikke tette,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-469-R,mye kvister etc. rydding nødvendig for at gjennomløpet ikke tette,,ingen foto,024.32Z,86156582,9531,,Myrveien,lyngdalsfjorden bekkefelt,B,,110,betongrør,86156582.0,FV472 S1D10 m1200,Vann,1000.0,,,1000.0,Nei,19.99,Betong,,,POINT Z (31751.328 6471090.622 2.339),Enkel bilveg,,Lyngdal,Sirkulær,I bekk/elv,StikkKulv
733.0,1124.0,SF 2026,,1124.0,gjengrodd nedstrøms så kun bilde opp,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-482-R,gjengrodd nedstrøms så kun bilde opp,Lyngdal Farsund Vanse,ok,024.44Z,86176388,19806,,Ravneheiveien v. husnr. ,Åptafjorden bekkefelt,B,,120,naturstein,86176388.0,FV4100 S1D1 m9701,Vann,,900.0,1200.0,900.0,,5.0,Naturstein,,,POINT Z (18749.645 6475251.74 7.91),Enkel bilveg,,Farsund,Rektangulær,I bekk/elv,StikkKulv
734.0,1125.0,SF 2026,,1125.0,Lav vannstand derfor vanskelilg å bedømme,,,,,,,,,,,,,,,,,,,,,Partiell,C?,024-482-R,Lav vannstand derfor vanskelilg å bedømme,Lyngdal Farsund Vanse,vanskelig å mene noe,024.44Z,86176427,39,,Ravneheiveien v. husnr. 22 ,Åptafjorden bekkefelt,C?,C1,,naturstein,86176427.0,FV4100 S1D1 m9221,Vann,,1400.0,1200.0,1400.0,,5.0,Naturstein,,,POINT Z (19075.563 6474906.251 14.179),Enkel bilveg,,Farsund,Rektangulær,I bekk/elv,StikkKulv
721.0,1112.0,SF 2026,,1112.0,mye kvister etc. rydding nødvendig for at gjennomløpet ikke tette,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-469-R,mye kvister etc. rydding nødvendig for at gjennomløpet ikke tette,,ingen foto,024.32Z,86156596,-19831,,Myrveien,lyngdalsfjorden bekkefelt,B,,110,betongrør,86156596.0,FV472 S1D10 m1144,Vann,1000.0,,,1000.0,Nei,15.99,Betong,,,POINT Z (31782.272 6471044.114 2.857),Enkel bilveg,,Lyngdal,Sirkulær,I bekk/elv,StikkKulv
735.0,1126.0,SF 2026,,1126.0,"Ganske mange høydemeter, ganske bratt men hvis en fisk kommer seg hit koser den seg, fine tersker for å ha jevnt med vann i kulverten, men som sagt usannsynlig at denne er relevant. ",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-482-R,"Ganske mange høydemeter, ganske bratt men hvis en fisk kommer seg hit koser den seg, fine tersker for å ha jevnt med vann i kulverten, men som sagt usannsynlig at denne er relevant. ",Lyngdal Farsund Vanse,ok,024.44Z,86176665,20069,,Ravneheiveien v. husnr. 548,Åptafjorden bekkefelt,B,,90,naturstein,86176665.0,FV4100 S1D1 m5505,Vann,,800.0,1200.0,800.0,,7.5,Naturstein,,,POINT Z (19707.024 6472044.999 148.733),Enkel bilveg,,Farsund,Rektangulær,I bekk/elv,StikkKulv
723.0,1114.0,SF 2026,,1114.0,mye kvister etc. rydding nødvendig for at gjennomløpet ikke tette,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-469-R,mye kvister etc. rydding nødvendig for at gjennomløpet ikke tette,,ingen foto,024.32Z,86156602,-20063,,Myrveien,lyngdalsfjorden bekkefelt,B,,110,betongrør,86156602.0,FV472 S1D10 m1098,Vann,1000.0,,,1000.0,Nei,10.01,Betong,,,POINT Z (31810.119 6471008.549 3.243),Enkel bilveg,,Lyngdal,Sirkulær,I bekk/elv,StikkKulv
736.0,1127.0,SF 2026,,1127.0,Ligger oppstrøms for 86176825 og på mange høydemeter derfor ikke relevant for fiskevandring,,,,,,,,,,,,,,,,,,,,,Absolutt,D,024-520-R,Ligger oppstrøms for 86176825 og på mange høydemeter derfor ikke relevant for fiskevandring,Lyngdal Farsund Vanse,er det fisk her,024.61,86176807,20205,,Ravneheiveien v. husnr. 229,Bekk fra Skittvatnet,D,"A1, A2, B1, C2, C3",80,plastrør,86176807.0,FV4100 S1D1 m2309,Vann,150.0,,,150.0,,6.0,Stål,,,POINT Z (17188.709 6471516.044 161.713),Enkel bilveg,,Farsund,Sirkulær,Kum,StikkKulv
726.0,1117.0,SF 2026,,1117.0,siste delen av røret nedstrøms har mellomrom mellom rørene slik at bekken bryter ut og går videre på undersiden av kulverten,,,,,,,,,,,,,,,,,,,,,Absolutt,C/D,024-482-R,siste delen av røret nedstrøms har mellomrom mellom rørene slik at bekken bryter ut og går videre på undersiden av kulverten,,ingen foto,024.44Z,86162908,-13899,,Kjørkleivveien,Åptafjorden bekkefelt,C/D,,110,betongrør,86162908.0,FV4104 S1D1 m17683,Vann,1000.0,,,1000.0,,10.0,Betong,,,POINT Z (16491.404 6481723.759 114.417),Enkel bilveg,,Farsund,Sirkulær,I bekk/elv,StikkKulv
737.0,1128.0,SF 2026,,1128.0,"fiskevannskile, terskel på vei opp, denne er på ganske mange høyemeter så usannsynlig å finne vandrende fisk her, relativ brå helling",,,,,,,,,,,,,,,,,,,,,Absolutt,D,024-520-R,"fiskevannskile, terskel på vei opp, denne er på ganske mange høyemeter så usannsynlig å finne vandrende fisk her, relativ brå helling",Lyngdal Farsund Vanse,høy vannhastighet sklie,024.61,86176825,13917,,Ravneheiveien v. Nørskår,Bekk fra Skittvatnet,D,"A2, C2, C3",120,plastrør pyntet med naturstein på utsiden,86176825.0,FV4100 S1D1 m2081,Vann,1000.0,,,1000.0,,6.0,Plast,,,POINT Z (16990.979 6471414.173 140.782),Enkel bilveg,,Farsund,Sirkulær,I bekk/elv,StikkKulv
738.0,1129.0,SF 2026,,1129.0,"trenger bare litt rydding, vi rydda litt i dag. Godt med vann i fiskerøret",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-523-R,"trenger bare litt rydding, vi rydda litt i dag. Godt med vann i fiskerøret",Lyngdal Farsund Vanse,ok,024.31Z,86177264,439,,Lyngdalsveien v. Sævik,Lyngdalsfjord-ytre bekkefelt,B,,100,halv nedgravd betongrør med viltovergang,86177264.0,FV43 S3D1 m3984,Vann,,1800.0,2100.0,1800.0,,11.0,Betong,,,POINT Z (21349.435 6468833.386 16.091),Enkel bilveg,,Farsund,Rektangulær,,StikkKulv
739.0,1130.0,SF 2026,,1130.0,ok,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-523-R,ok,Lyngdal Farsund Vanse,ok,024.31Z,86177333,69,,Lyngdalsveien v. veikryss til vestre spindsvei,Lyngdalsfjord-ytre bekkefelt,B,,70,betongrør,86177333.0,FV43 S3D1 m2510,Vann,600.0,700.0,700.0,600.0,,9.0,Naturstein,,,POINT Z (19958.913 6469001.369 23.355),Enkel bilveg,,Farsund,Rektangulær,Kum,StikkKulv
740.0,1131.0,SF 2026,,1131.0,mulig hinder sterk strømning i røret. Vanskelig å se inni fordi denne er nesten 60meter lang,,,,,,,,,,,,,,,,,,,,,Partiell,C,024-469-R,mulig hinder sterk strømning i røret. Vanskelig å se inni fordi denne er nesten 60meter lang,Lyngdal Farsund Vanse,tiltak?,024.32Z,86178858,1525,,Farsundveien v. dypvåg,Lyngdalsfjorden bekkefelt,C,"C1, ",100,Betongrør,86178858.0,FV43 S3D1 m8912,Vann,1000.0,,,1000.0,,52.63,Betong,,,POINT Z (26070.54 6469649.92 27.91),Enkel bilveg,,Lyngdal,Sirkulær,Åpen grøft,StikkKulv
745.0,1136.0,SF 2026,,1136.0,"Gitter ødelegger, c dersom gitteret blir vedlikeholdt, B hvis det blir fjerna",,,,,,,,,,,,,,,,,,,,,Absolutt,C/D,022-753-R,"Gitter ødelegger, c dersom gitteret blir vedlikeholdt, B hvis det blir fjerna",Mandalsområdet_Mandalselva,fjern gitter,022.A21,86190524,dubl,,Gjervoldstadveien 3996 v. kongefjellveien,Mandalselva - mandal til utløp bekkefelt,C/D,"D1, D2",120,betongrør,86190524.0,FV4002 S1D1 m1330,Vann,1000.0,,,1000.0,,47.57,Betong,,Ja,POINT Z (54961.689 6458402.124 57.857),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
747.0,1138.0,SF 2026,,1138.0,"ikke egnet for fiskevandring, denne går opp en fjellvegg",,,,,,,,,,,,,,,,,,,,,Neppe fiskeførende,-,023-97-R,"ikke egnet for fiskevandring, denne går opp en fjellvegg",Audna Vigeland,mulig ikke relevant for tiltak,023.A2B4Z,86210280,19756,,,Røsstadvatnet bekkefelt,-,,100,plast,86210280.0,FV4054 S2D1 m14297,Vann,1000.0,,,1000.0,,6.0,Plast,,,POINT Z (47437.786 6474607.672 174.819),Enkel bilveg,,Lindesnes,Sirkulær,Kum,StikkKulv
748.0,1139.0,SF 2026,,1139.0,"veldig lite vann i røret, lite stup på ca 10 cm. Oppstrøms van det mye rot foran kulverten som blokkerte inngangen. Ca 20 meter lengre oppstrøms var den liten foss på 30-40 cm, men med god satsekulp foran, mulig vannet kan demnes opp litt. Mangla satsekulp nedstrøms for det lille 10cm hoppet. Mulig tilstanden her forbedrer seg dersom det hadde vært våtere. ",,,,,,,,,,,,,,,,,,,,,Absolutt,C/D,023-99-R,"veldig lite vann i røret, lite stup på ca 10 cm. Oppstrøms van det mye rot foran kulverten som blokkerte inngangen. Ca 20 meter lengre oppstrøms var den liten foss på 30-40 cm, men med god satsekulp foran, mulig vannet kan demnes opp litt. Mangla satsekulp nedstrøms for det lille 10cm hoppet. Mulig tilstanden her forbedrer seg dersom det hadde vært våtere. ",Audna Vigeland,absolutt,023.A2A,86210550,270,,Lelandsveien 4054 ved grislevatnet,Grislevatnet bekkefelt,C/D,"A2, A3, B1, C1",100,betongrør,86210550.0,FV4054 S2D1 m9012,Vann,,1000.0,2000.0,1000.0,,5.0,Betong,,,POINT Z (48238.816 6470598.801 68.407),Enkel bilveg,,Lindesnes,Rektangulær,Kum,StikkKulv
753.0,1144.0,SF 2026,,1144.0,"god vandypde, naturlig substrat, vanskelig å komme seg til andre siden for å ta bilde derfor kun bilde oppstrøms",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-815-R,"god vandypde, naturlig substrat, vanskelig å komme seg til andre siden for å ta bilde derfor kun bilde oppstrøms",Mandalsområdet_Mandalselva,ok,022.A3Z,86279957,69407,,,Mandalselva - øyslebø til mandal bekkefelt,B,,150,firkant naturstein,86279957.0,FV455 S1D1 m5760,Vann,,1000.0,1200.0,1000.0,Nei,14.0,Naturstein,,,POINT Z (59282.274 6461594.129 3.666),Enkel bilveg,,Lindesnes,Rektangulær,Kum,StikkKulv
764.0,1155.0,SF 2026,,1155.0,"Mulig denne bekken er mer brukbar dersom vannstanden er høyere enn den er i dag, evt oppdemning, kun bilde nedstrøms",,,,,,,,,,,,,,,,,,,,,Partiell,C,023-137-R,"Mulig denne bekken er mer brukbar dersom vannstanden er høyere enn den er i dag, evt oppdemning, kun bilde nedstrøms",Audna Vigeland,Noe fall ut ,023.A21,154769414,68489457,,Farmoveien 4054 ved motsatt side av elv av bustadmonen,Melhusfossen til kittelbekken bekkefelt,C,"C1, A1, A2, A3",100,betongrør,154769414.0,FV4054 S2D1 m4267,Vann,1000.0,,,1000.0,,9.88,Betong,,,POINT Z (49030.619 6466746.481 3.003),Enkel bilveg,målt topp rør,Lindesnes,Sirkulær,,StikkKulv
766.0,1157.0,SF 2026,,1157.0,"god vandstand gjennom hele kulverten, store fisk observert oppstøms",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,023-131-R,"god vandstand gjennom hele kulverten, store fisk observert oppstøms",Audna Vigeland,ikke hinder,023.A22,223776829,69007415,,Audnedalsveien v.Løland,Audna-Tryland til Spilling bekkefelt,B,,100,"Betongrør, godt nedsenket",223776829.0,FV4060 S1D1 m1595,,,,,1000.0,,,,,,POINT Z (50470.423 6474302.619 30.049),Enkel bilveg,,Lindesnes,,,StikkKulv
771.0,1162.0,SF 2026,,1162.0,tre rør rett ved hverandre (3) flomrør,,,,,,,,,,,,,,,,,,,,,Ikke hinder,-,024-482-R,tre rør rett ved hverandre (3) flomrør,,ingen foto,024.44Z,295355130,,,åptaveien  v. kjerringdalen,Åptafjorden bekkefelt,-,,60,plast,295355130.0,FV465 S2D1 m5311,,1000.0,,,1000.0,,,Betong,,,POINT Z (17089.54 6474933.425 84.614),Enkel bilveg,,Farsund,,,StikkKulv
762.0,1153.0,SF 2026,,1153.0,"vandringshinder ved lavvann, lite terskel på noen cm, fisk observert nedstrøms, splitter seg midt i?",,,,,,,,,,,,,,,,,,,,,Partiell,C,024-500-R,"vandringshinder ved lavvann, lite terskel på noen cm, fisk observert nedstrøms, splitter seg midt i?",Lyngdal Farsund Vanse,løft bekk,024.710,142114281,-153240849,,Loshavnveien ved lomsesanden parkering,bekk ved røyrtjønn,C,"C1, A1, A2",80,Betongrør,142114281.0,FV4098 S1D1 m2295,Vann,800.0,,,800.0,,29.24,Betong,,,POINT Z (16649.926 6465665.832 2.218),Enkel bilveg,,Farsund,,,StikkKulv
776.0,1167.0,SF 2026,,1167.0,"god vannstrøm, stillestående vanskelig å se hva som er opp og ned strøms",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B/C,020-433-R,"lite vannføring oppstøms, hopp på ~10cm på utløp men god kulp",Tovdalselva,løft bekk,020.A6,799388480,657274199,,Høygiltveien v.nr. 3753,Bekk tilknyttet Topdalselva,B/C,"A2, C1",100,betongrør,799388480.0,FV3752 S1D1 m503,,,,,1000.0,,,Betong,,,POINT Z (100928.69 6481452.856 25.412),Enkel bilveg,,Birkenes,,,StikkKulv
777.0,1168.0,SF 2026,,1168.0,"lite vannføring oppstøms, hopp på ~10cm på utløp men god kulp",,,,,,,,,,,,,,,,,,,,,Absolutt,D,020-424-R,mulig hinder inne i kulverten (Betongmur) ,Tovdalselva,hvorfor denne proppen,020.A7,799388540,dubl,,"Tveideveien, v.nr. 3754",Vassbotnbekken,D,,100,betongrør,799388540.0,FV3754 S1D1 m1274,,,,,1000.0,,,Betong,,,POINT Z (104039.028 6483988.994 58.207),Enkel bilveg,,Birkenes,,,StikkKulv
779.0,1170.0,SF 2026,,1170.0,"Litt lite vannføring, hadde vært ok dersom det var mer vann, kun bilde oppstrøms, ikke naturlig substrat og kulverten ligger muligens for høyt",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,019-584-R,"Ser bra ut nedstrøms, men oppstrøms var ikke mulig å nå og derfor vanskelig å vurdere. Derfor kun et bilde",Grimstad til Birkeland,ok,019.2Z,807953901,8565361,,Reddalveien 3596 midt i krysset på landvik,Landviksbekken,B,,100,betongrør,807953901.0,FV3596 S1D1 m1616,,,,,1000.0,,,,,,POINT Z (121659.807 6484988.975 15.404),Enkel bilveg,,Grimstad,,,StikkKulv
780.0,1171.0,SF 2026,,1171.0,"Ser bra ut nedstrøms, men oppstrøms var ikke mulig å nå og derfor vanskelig å vurdere. Derfor kun et bilde",,,,,,,,,,,,,,,,,,,,,Ikke hinder,-,022-840-R,"ikke mulig å kontrollere, for mye vegetasjon for å si noe fornuftig",Brennåsen til Hægeland,hvor er kulvert,022.1B2,815353368,7399467,,Songdalsvegen 461 ved eidsåvegen,Songdalselva bekkefelt,-,,,,815353368.0,FV461 S1D1 m7210,Vann,1000.0,,,1000.0,,,Naturstein,,,POINT Z (77347.771 6472428.365 18.356),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
781.0,1172.0,SF 2026,,1172.0,"ikke mulig å kontrollere, for mye vegetasjon for å si noe fornuftig",,,,,,,,,,,,,,,,,,,,,Absolutt,D,022-678-R,"Lite vannføring, hopp opp til utløpet ~30cm, utløp fører til en oppdemmet kulp men når ikke ned til elva.",Brennåsen til Hægeland,må rettes,022.1BZ,815353386,18,,Songdalsveien v. Grødal,Gumpedalselva bekkefelt,D,"A1,A2,B1,C1",~100,Betongrør,815353386.0,FV461 S1D1 m15205,Vann,1000.0,,,1000.0,,,Betong,,,POINT Z (72668.685 6478049.712 121.178),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
782.0,1173.0,SF 2026,,1173.0,"Lite vannføring, hopp opp til utløpet ~30cm, utløp fører til en oppdemmet kulp men når ikke ned til elva.",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-879-R,Bekken blir snevret inn til 150,Brennåsen til Hægeland,"ok, trenger terskel?",022.AC5,815353542,156,,utløp til livatnet ved kilen,Meåna,B,,150,Firkant betong,815353542.0,FV461 S2D1 m4181,Vann,,2000.0,2000.0,2000.0,,,Betong,,,POINT Z (69891.637 6482253.294 191.289),Enkel bilveg,,Kristiansand,Rektangulær,I bekk/elv,StikkKulv
783.0,1174.0,SF 2026,,1174.0,Bekken blir snevret inn til 150,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-823-R,liten terskel oppstrøms,Brennåsen til Hægeland,ok,022.1B1D,815353557,15,,songdalsvegen kryss til farvannsbakken,"Møllebekken inkl. mjpvann, farvannet og øygardvannet",B,,170,Metallrør med betong på bunn,815353557.0,FV461 S1D1 m51,Vann,2000.0,,,2000.0,,,Stål,,,POINT Z (79906.481 6466460.121 19.837),Kanalisert veg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
784.0,1175.0,SF 2026,,1175.0,liten terskel oppstrøms,,,,,,,,,,,,,,,,,,,,,Partiell,C,022-840-R,"litt lite vann, naturlig sommertørke, terskel inni kulverten i form av store steiner kan hindre fisk i å vandre opp, se bilde",Brennåsen til Hægeland,enig,022.1B2,815353564,7,,Songdalsvegen ved Eikeneset,Songdalselva bekkefelt,C,C1,290,Firkant betong,815353564.0,FV461 S1D1 m10428,Vann,300.0,1000.0,1200.0,300.0,,,Naturstein,,,POINT Z (75774.097 6475016.008 28.79),Enkel bilveg,,Kristiansand,Rektangulær,,StikkKulv
791.0,1182.0,SF 2026,,1182.0,"Denne er ikke i bruk, fører ikke vann og det ser ikke ut som om den kommer til å gjøre den heller, spor av en bekk som kanskje var der gode 100 år siden. Ligger i tillegg for høyt til at den nærliggende elva har noe bruk for den. ",,,,,,,,,,,,,,,,,,,,,Neppe fiskeførende,B(D),022-840-R,"Bratt fjellvegg rett oppstrøms, ingen mulighet til fiskevandring",,ingen foto,022.1B2,815353676,112,,Songdalsveien v. Underåsen,Songdalselva bekkefelt,B(D),,100,Betongrør,815353676.0,FV461 S1D1 m11294,Vann,1000.0,,,1000.0,,,Betong,,,POINT Z (75340.168 6475590.843 39.542),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
793.0,1184.0,SF 2026,,1184.0,Stein utgjør et mulig  hinder i innløpet,,,,,,,,,,,,,,,,,,,,,Absolutt,D,019-584-R,,Tovdalselva,"tørt, løft bekk",019.2Z,84444458,-730909218,,Høygiltveien v.nr. 3754,Bekk tilknyttet Topdalselva,D,"A2, B1, ",100,"betongrør, ~10-20 hopp, stein forran utløp (ikke masse vann)",84444458.0,FV3752 S1D1 m97,,1000.0,,,1000.0,,30.0,Betong,,,POINT Z (101132.304 6481683.757 46.332),Enkel bilveg,,Birkenes,,,StikkKulv
785.0,1176.0,SF 2026,,1176.0,"litt lite vann, naturlig sommertørke, terskel inni kulverten i form av store steiner kan hindre fisk i å vandre opp, se bilde",,,,,,,,,,,,,,,,,,,,,Partiell,-,022-840-R,"ikke mulig å kontrollere, for mye vegetasjon for å si noe fornuftig",Brennåsen til Hægeland,sjekk,022.1B2,815353592,730909134,,Songdalsvegen 461 ved eidsåvegen,Songdalselva bekkefelt,-,,,,815353592.0,FV461 S1D1 m7248,Vann,,800.0,800.0,800.0,,,Naturstein,,,POINT Z (77328.039 6472460.164 18.55),Enkel bilveg,,Kristiansand,Rektangulær,I bekk/elv,StikkKulv
796.0,1187.0,SF 2026,,1187.0,~20cm fall nedstøms,,,,,,,,,,,,,,,,,,,,,Absolutt,D,023-137-R,"denne er et umiddelbar hinder dersom det hadde vært fisk her grunnet stup, mangel på satsekulp dypål ogv. Men ettersom signingen fra hovedelva er såpass brå ser vi det som svært sannsynlig at fisk ville brukt denne bekken",Audna Vigeland,går det vann under røret. Fall ut skaper absolutt hinder,023.A21,917897536,102543944,,Kårstølveien 4006 ved stemtjønna,Melhusfossen til kittelbekken bekkefelt,D,"A1, A2, C2, C3",100,betongrør,917897536.0,FV4006 S2D1 m9344,Vann,1000.0,,,1000.0,Nei,31.0,Betong,,Ja,POINT Z (49798.252 6465510.519 113.975),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
